CustomerID,DrivingExperienceYears,DrivingExperienceBand,DrivingExperienceSort,VehicleType,PreviousAccidents
CUST00229,7.0,6-10 yrs,3,Sedan,0
CUST00230,11.0,11-20 yrs,4,Truck,2
CUST00231,16.0,11-20 yrs,4,SUV,0
CUST00232,5.0,3-5 yrs,2,SUV,0
CUST00233,11.0,11-20 yrs,4,Sedan,2
CUST00234,7.0,6-10 yrs,3,SUV,2
CUST00235,,11-20 yrs,4,SUV,1
CUST00236,14.0,11-20 yrs,4,SUV,1
CUST00237,16.0,11-20 yrs,4,SUV,0
CUST00238,14.0,11-20 yrs,4,SUV,0
CUST00239,12.0,11-20 yrs,4,Minivan,0
CUST00240,0.0,0-2 yrs,1,SUV,0
CUST00241,2.0,0-2 yrs,1,MINIVAN,0
CUST00242,4.0,3-5 yrs,2,Sedan,0
CUST00243,12.0,11-20 yrs,4,Sedan,0
CUST00244,0.0,0-2 yrs,1,SUV,0
CUST00245,12.0,11-20 yrs,4,Sedan,0
CUST00246,11.0,11-20 yrs,4,SUV,2
CUST00247,0.0,0-2 yrs,1,Sedan,3
CUST00248,2.0,0-2 yrs,1,Minivan,0
CUST00249,17.0,11-20 yrs,4,SUV,0
CUST00250,14.0,11-20 yrs,4,SUV,2
CUST00251,4.0,3-5 yrs,2,Truck,0
CUST00252,2.0,0-2 yrs,1,Sedan,2
CUST00253,0.0,0-2 yrs,1,Minivan,0
CUST00254,20.0,11-20 yrs,4,SUV,0
CUST00255,10.0,6-10 yrs,3,Sedan,1
CUST00256,23.0,20+ yrs,5,Minivan,0
CUST00257,8.0,6-10 yrs,3,SUV,0
CUST00258,11.0,11-20 yrs,4,SUV,1
CUST00259,16.0,11-20 yrs,4,Minivan,3
CUST00260,21.0,20+ yrs,5,Minivan,1
CUST00261,13.0,11-20 yrs,4,Minivan,1
CUST00262,10.0,6-10 yrs,3,SUV,2
CUST00263,10.0,6-10 yrs,3,Truck,0
CUST00264,2.0,0-2 yrs,1,Sedan,0
CUST00265,7.0,6-10 yrs,3,Minivan,0
CUST00266,10.0,6-10 yrs,3,Sedan,0
CUST00267,19.0,11-20 yrs,4,SUV,1
CUST00268,6.0,6-10 yrs,3,Minivan,0
CUST00269,17.0,11-20 yrs,4,Minivan,0
CUST00270,9.0,6-10 yrs,3,Sports,0
CUST00271,18.0,11-20 yrs,4,SUV,0
CUST00272,14.0,11-20 yrs,4,Sedan,0
CUST00273,14.0,11-20 yrs,4,Minivan,0
CUST00274,16.0,11-20 yrs,4,SUV,2
CUST00275,15.0,11-20 yrs,4,Minivan,1
CUST00276,17.0,11-20 yrs,4,Truck,2
CUST00277,24.0,20+ yrs,5,Minivan,2
CUST00278,21.0,20+ yrs,5,Truck,2
CUST00279,,11-20 yrs,4,Minivan,0
CUST00280,6.0,6-10 yrs,3,Sedan,2
CUST00281,12.0,11-20 yrs,4,Sports,0
CUST00282,0.0,0-2 yrs,1,Sedan,0
CUST00283,15.0,11-20 yrs,4,Sedan,1
CUST00284,2.0,0-2 yrs,1,SUV,0
CUST00285,17.0,11-20 yrs,4,Truck,0
CUST00286,23.0,20+ yrs,5,Truck,0
CUST00287,0.0,0-2 yrs,1,Sedan,0
CUST00288,,6-10 yrs,3,Truck,1
CUST00289,2.0,0-2 yrs,1,Minivan,0
CUST00290,0.0,0-2 yrs,1,SUV,1
CUST00291,9.0,6-10 yrs,3,SUV,0
CUST00292,14.0,11-20 yrs,4,SUV,0
CUST00293,15.0,11-20 yrs,4,Minivan,0
CUST00294,11.0,11-20 yrs,4,Minivan,2
CUST00295,0.0,0-2 yrs,1,Sedan,3
CUST00296,10.0,6-10 yrs,3,Sedan,0
CUST00297,0.0,0-2 yrs,1,Sedan,3
CUST00298,0.0,0-2 yrs,1,SUV,1
CUST00299,3.0,3-5 yrs,2,SUV,0
CUST00300,,11-20 yrs,4,SUV,0
CUST00301,13.0,11-20 yrs,4,Truck,1
CUST00302,12.0,11-20 yrs,4,SUV,0
CUST00303,3.0,3-5 yrs,2,Sedan,0
CUST00304,7.0,6-10 yrs,3,SUV,0
CUST00305,0.0,0-2 yrs,1,Sedan,0
CUST00306,19.0,11-20 yrs,4,Minivan,0
CUST00307,25.0,20+ yrs,5,SUV,1
CUST00308,13.0,11-20 yrs,4,SUV,1
CUST00309,15.0,11-20 yrs,4,Sedan,1
CUST00310,8.0,6-10 yrs,3,SUV,1
CUST00311,0.0,0-2 yrs,1,SUV,0
CUST00312,4.0,3-5 yrs,2,Sedan,0
CUST00313,6.0,6-10 yrs,3,SUV,2
CUST00314,7.0,6-10 yrs,3,Sedan,0
CUST00315,5.0,3-5 yrs,2,SUV,1
CUST00316,10.0,6-10 yrs,3,Truck,0
CUST00317,4.0,3-5 yrs,2,SUV,0
CUST00318,25.0,20+ yrs,5,Truck,0
CUST00319,0.0,0-2 yrs,1,Sedan,1
CUST00320,16.0,11-20 yrs,4,Sedan,1
CUST00321,8.0,6-10 yrs,3,Sedan,1
CUST00322,13.0,11-20 yrs,4,Sedan,2
CUST00323,13.0,11-20 yrs,4,SUV,0
CUST00324,11.0,11-20 yrs,4,SUV,0
CUST00325,2.0,0-2 yrs,1,Truck,0
CUST00326,7.0,6-10 yrs,3,Minivan,0
CUST00327,11.0,11-20 yrs,4,Truck,2
CUST00328,10.0,6-10 yrs,3,SUV,2
CUST00329,2.0,0-2 yrs,1,Sedan,0
CUST00330,19.0,11-20 yrs,4,SUV,1
CUST00331,0.0,0-2 yrs,1,Sedan,2
CUST00332,8.0,6-10 yrs,3,SUV,1
CUST00333,3.0,3-5 yrs,2,Minivan,0
CUST00334,11.0,11-20 yrs,4,SUV,1
CUST00335,17.0,11-20 yrs,4,Sedan,1
CUST00336,0.0,0-2 yrs,1,Sports,1
CUST00337,26.0,20+ yrs,5,Sedan,0
CUST00338,11.0,11-20 yrs,4,Minivan,0
CUST00339,12.0,11-20 yrs,4,Minivan,0
CUST00340,0.0,0-2 yrs,1,SUV,0
CUST00341,9.0,6-10 yrs,3,Sedan,0
CUST00342,16.0,11-20 yrs,4,Sports,0
CUST00343,11.0,11-20 yrs,4,Truck,0
CUST00344,10.0,6-10 yrs,3,Sedan,0
CUST00345,9.0,6-10 yrs,3,SUV,2
CUST00346,0.0,0-2 yrs,1,SUV,0
CUST00347,0.0,0-2 yrs,1,Sedan,0
CUST00348,,11-20 yrs,4,Sedan,0
CUST00349,16.0,11-20 yrs,4,Sedan,0
CUST00350,17.0,11-20 yrs,4,Sedan,1
CUST00351,4.0,3-5 yrs,2,Sedan,0
CUST00352,8.0,6-10 yrs,3,Sedan,1
CUST00353,18.0,11-20 yrs,4,Sedan,0
CUST00354,1.0,0-2 yrs,1,SEDAN,0
CUST00355,17.0,11-20 yrs,4,Sports,1
CUST00356,5.0,3-5 yrs,2,SUV,2
CUST00357,4.0,3-5 yrs,2,SUV,0
CUST00358,9.0,6-10 yrs,3,SUV,1
CUST00359,2.0,0-2 yrs,1,Sedan,1
CUST00360,0.0,0-2 yrs,1,Minivan,0
CUST00361,10.0,6-10 yrs,3,SUV,2
CUST00362,13.0,11-20 yrs,4,SUV,1
CUST00363,18.0,11-20 yrs,4,Sports,0
CUST00364,14.0,11-20 yrs,4,Truck,2
CUST00365,23.0,20+ yrs,5,Sedan,0
CUST00366,,11-20 yrs,4,Sports,0
CUST00367,15.0,11-20 yrs,4,Minivan,0
CUST00368,13.0,11-20 yrs,4,Sports,1
CUST00369,18.0,11-20 yrs,4,Sedan,1
CUST00370,0.0,0-2 yrs,1,Sports,0
CUST00371,6.0,6-10 yrs,3,SUV,0
CUST00372,0.0,0-2 yrs,1,Truck,0
CUST00373,14.0,11-20 yrs,4,Sedan,0
CUST00374,4.0,3-5 yrs,2,Sedan,1
CUST00375,31.0,20+ yrs,5,Sedan,1
CUST00376,6.0,6-10 yrs,3,SUV,0
CUST00377,10.0,6-10 yrs,3,Sedan,0
CUST00378,7.0,6-10 yrs,3,Sedan,0
CUST00379,6.0,6-10 yrs,3,Sports,0
CUST00380,1.0,0-2 yrs,1,Truck,1
CUST00381,1.0,0-2 yrs,1,SUV,0
CUST00382,0.0,0-2 yrs,1,Truck,0
CUST00383,13.0,11-20 yrs,4,SUV,0
CUST00384,7.0,6-10 yrs,3,Sedan,3
CUST00385,23.0,20+ yrs,5,SUV,0
CUST00386,1.0,0-2 yrs,1,Truck,0
CUST00387,20.0,11-20 yrs,4,Sedan,3
CUST00388,21.0,20+ yrs,5,Sedan,0
CUST00389,18.0,11-20 yrs,4,SUV,1
CUST00390,11.0,11-20 yrs,4,SUV,1
CUST00391,7.0,6-10 yrs,3,Sedan,0
CUST00392,18.0,11-20 yrs,4,Truck,0
CUST00393,4.0,3-5 yrs,2,Sedan,0
CUST00394,11.0,11-20 yrs,4,TRUCK,1
CUST00395,9.0,6-10 yrs,3,Sports,1
CUST00396,3.0,3-5 yrs,2,Minivan,1
CUST00397,11.0,11-20 yrs,4,Truck,0
CUST00398,15.0,11-20 yrs,4,Sedan,0
CUST00399,3.0,3-5 yrs,2,Truck,0
CUST00400,13.0,11-20 yrs,4,SUV,2
CUST00401,0.0,0-2 yrs,1,Truck,2
CUST00402,2.0,0-2 yrs,1,Minivan,0
CUST00403,6.0,6-10 yrs,3,Sedan,0
CUST00404,12.0,11-20 yrs,4,SUV,1
CUST00405,16.0,11-20 yrs,4,Sedan,0
CUST00406,10.0,6-10 yrs,3,Sedan,0
CUST00407,13.0,11-20 yrs,4,SUV,0
CUST00408,8.0,6-10 yrs,3,SUV,0
CUST00409,12.0,11-20 yrs,4,SUV,0
CUST00410,12.0,11-20 yrs,4,Truck,0
CUST00411,6.0,6-10 yrs,3,SUV,0
CUST00412,7.0,6-10 yrs,3,SPORTS,0
CUST00413,14.0,11-20 yrs,4,Truck,0
CUST00414,,20+ yrs,5,Sports,0
CUST00415,18.0,11-20 yrs,4,Truck,0
CUST00416,2.0,0-2 yrs,1,SUV,0
CUST00417,2.0,0-2 yrs,1,SUV,0
CUST00418,6.0,6-10 yrs,3,Truck,2
CUST00419,10.0,6-10 yrs,3,Truck,0
CUST00420,10.0,6-10 yrs,3,Truck,0
CUST00421,18.0,11-20 yrs,4,Truck,0
CUST00422,19.0,11-20 yrs,4,Minivan,1
CUST00423,10.0,6-10 yrs,3,Sedan,0
CUST00424,,6-10 yrs,3,SUV,0
CUST00425,13.0,11-20 yrs,4,SUV,2
CUST00426,17.0,11-20 yrs,4,Sedan,0
CUST00427,13.0,11-20 yrs,4,Sports,3
CUST00428,6.0,6-10 yrs,3,Truck,1
CUST00429,,3-5 yrs,2,Sedan,1
CUST00430,2.0,0-2 yrs,1,SUV,0
CUST00431,11.0,11-20 yrs,4,Truck,0
CUST00432,14.0,11-20 yrs,4,Sedan,1
CUST00433,15.0,11-20 yrs,4,SUV,0
CUST00434,18.0,11-20 yrs,4,Sedan,0
CUST00435,20.0,11-20 yrs,4,Minivan,0
CUST00436,0.0,0-2 yrs,1,Truck,0
CUST00437,12.0,11-20 yrs,4,Sedan,0
CUST00438,13.0,11-20 yrs,4,Minivan,0
CUST00439,9.0,6-10 yrs,3,Minivan,0
CUST00440,4.0,3-5 yrs,2,SUV,0
CUST00441,20.0,11-20 yrs,4,Sedan,1
CUST00442,5.0,3-5 yrs,2,Truck,0
CUST00443,0.0,0-2 yrs,1,Sedan,0
CUST00444,10.0,6-10 yrs,3,SUV,1
CUST00445,8.0,6-10 yrs,3,Sedan,1
CUST00446,23.0,20+ yrs,5,SUV,0
CUST00447,13.0,11-20 yrs,4,SUV,2
CUST00448,7.0,6-10 yrs,3,Truck,0
CUST00449,8.0,6-10 yrs,3,Sedan,0
CUST00450,8.0,6-10 yrs,3,SUV,1
CUST00451,25.0,20+ yrs,5,Truck,0
CUST00452,,11-20 yrs,4,Sedan,2
CUST00453,0.0,0-2 yrs,1,Truck,0
CUST00454,8.0,6-10 yrs,3,Sedan,1
CUST00455,9.0,6-10 yrs,3,Truck,0
CUST00456,2.0,0-2 yrs,1,SUV,0
CUST00457,0.0,0-2 yrs,1,SUV,1
CUST00458,,11-20 yrs,4,Sedan,1
CUST00459,4.0,3-5 yrs,2,Sedan,3
CUST00460,18.0,11-20 yrs,4,SEDAN,0
CUST00461,,6-10 yrs,3,Minivan,0
CUST00462,6.0,6-10 yrs,3,SUV,2
CUST00463,0.0,0-2 yrs,1,Sports,0
CUST00464,18.0,11-20 yrs,4,Minivan,0
CUST00465,,11-20 yrs,4,Minivan,0
CUST00466,6.0,6-10 yrs,3,SUV,3
CUST00467,3.0,3-5 yrs,2,Sedan,0
CUST00468,21.0,20+ yrs,5,Minivan,1
CUST00469,2.0,0-2 yrs,1,Sedan,0
CUST00470,7.0,6-10 yrs,3,SUV,0
CUST00471,13.0,11-20 yrs,4,Minivan,2
CUST00472,20.0,11-20 yrs,4,SUV,0
CUST00473,8.0,6-10 yrs,3,Sedan,0
CUST00474,4.0,3-5 yrs,2,SUV,0
CUST00475,9.0,6-10 yrs,3,Sports,0
CUST00476,16.0,11-20 yrs,4,Sports,1
CUST00477,17.0,11-20 yrs,4,Truck,0
CUST00478,0.0,0-2 yrs,1,Minivan,0
CUST00479,10.0,6-10 yrs,3,Sedan,0
CUST00480,0.0,0-2 yrs,1,Sedan,2
CUST00481,16.0,11-20 yrs,4,SUV,1
CUST00482,12.0,11-20 yrs,4,Sedan,1
CUST00483,3.0,3-5 yrs,2,SUV,0
CUST00484,20.0,11-20 yrs,4,SEDAN,0
CUST00485,12.0,11-20 yrs,4,SUV,0
CUST00486,11.0,11-20 yrs,4,Sedan,0
CUST00487,8.0,6-10 yrs,3,Sedan,0
CUST00488,9.0,6-10 yrs,3,Minivan,2
CUST00489,,6-10 yrs,3,Sedan,3
CUST00490,4.0,3-5 yrs,2,Sedan,1
CUST00491,18.0,11-20 yrs,4,Sedan,0
CUST00492,6.0,6-10 yrs,3,Minivan,0
CUST00493,6.0,6-10 yrs,3,SUV,0
CUST00494,,6-10 yrs,3,SUV,1
CUST00495,19.0,11-20 yrs,4,Sedan,1
CUST00496,17.0,11-20 yrs,4,SUV,1
CUST00497,7.0,6-10 yrs,3,Sedan,1
CUST00498,18.0,11-20 yrs,4,Sedan,2
CUST00499,10.0,6-10 yrs,3,SUV,0
CUST00500,4.0,3-5 yrs,2,Minivan,0
CUST00501,6.0,6-10 yrs,3,Sedan,3
CUST00502,,11-20 yrs,4,Truck,1
CUST00503,24.0,20+ yrs,5,Sedan,2
CUST00504,12.0,11-20 yrs,4,Sedan,0
CUST00505,6.0,6-10 yrs,3,Sedan,0
CUST00506,9.0,6-10 yrs,3,Minivan,0
CUST00507,4.0,3-5 yrs,2,Sedan,0
CUST00508,5.0,3-5 yrs,2,SUV,2
CUST00509,4.0,3-5 yrs,2,Sedan,0
CUST00510,9.0,6-10 yrs,3,SUV,3
CUST00511,10.0,6-10 yrs,3,SUV,0
CUST00512,8.0,6-10 yrs,3,Sedan,0
CUST00513,8.0,6-10 yrs,3,Minivan,0
CUST00514,15.0,11-20 yrs,4,Truck,0
CUST00515,8.0,6-10 yrs,3,Sedan,1
CUST00516,8.0,6-10 yrs,3,SUV,0
CUST00517,8.0,6-10 yrs,3,SUV,0
CUST00518,20.0,11-20 yrs,4,Truck,1
CUST00519,6.0,6-10 yrs,3,Truck,0
CUST00520,14.0,11-20 yrs,4,Sedan,0
CUST00521,4.0,3-5 yrs,2,Minivan,0
CUST00522,12.0,11-20 yrs,4,Sedan,1
CUST00523,13.0,11-20 yrs,4,Sedan,2
CUST00524,17.0,11-20 yrs,4,Truck,1
CUST00525,7.0,6-10 yrs,3,SEDAN,2
CUST00526,2.0,0-2 yrs,1,Sedan,0
CUST00527,4.0,3-5 yrs,2,Sedan,0
CUST00528,16.0,11-20 yrs,4,Minivan,1
